id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
20815,The Bosphorus from The Comfy Hill,78838,Gülder,,Besiktas,41.06976,29.04379,Entire home/apt,1067,365,41,2017-08-04,0.55,2,363,0,
27271,Lovely apartment in perfect location,117026,Mutlu,,Beyoglu,41.03254,28.98153,Entire home/apt,362,30,2,2018-05-04,0.02,1,324,0,
27831,"Large, clean, spacious apartment",120067,Defne,,Sisli,41.06777,29.00337,Entire home/apt,786,1,0,,,1,364,0,
28277,Duplex Apartment 11 with Terrace,121607,Alen,,Sisli,41.04672,28.98402,Entire home/apt,610,14,1,2021-05-15,0.22,17,298,1,
28318,Cosy home overlooking Bosphorus,121721,Aydin,,Sariyer,41.09104,29.0558,Entire home/apt,1112,3,0,,,1,88,0,
29241,"↪ Istanbul, Your second house",125742,Şevki,,Beyoglu,41.04803,28.95227,Private room,445,3,0,,,1,365,0,
30697,nice home in popular area,132137,Nan,,Beyoglu,41.03213,28.978,Private room,1035,1,1,2010-06-14,0.01,1,365,0,
33368,Deluxe double bedroom @ Nisantasi,135136,Ozlem,,Sisli,41.05376,28.99876,Private room,547,2,1,2014-10-21,0.01,2,364,0,
34177,PETIT HOUSE,147330,Ercan,,Besiktas,41.06681,29.04035,Entire home/apt,356,10,8,2016-07-14,0.12,2,0,0,
34925,A room in galata beyoglu,150435,Esr,,Beyoglu,41.02694,28.97628,Private room,613,1,0,,,1,365,0,
35580,Sea View terrace  House,153032,Michel,,Beyoglu,41.0347,28.97369,Entire home/apt,259,4,39,2020-02-03,0.45,2,305,1,
35938,Cosy Room in Istanbul Center,154245,Sinan,,Sisli,41.04962,28.99846,Private room,666,1,0,,,1,365,0,
41753,Örücü Palace / Princess Apartment,182639,Mehmet Ali,,Beyoglu,41.02907,28.97794,Entire home/apt,507,5,46,2017-01-02,0.38,6,179,0,
42246,Room on a Hill - quiet and comfy,184607,Mina,,Besiktas,41.06429,29.03945,Entire home/apt,619,3,46,2016-05-08,0.44,1,273,0,
44421,Beautiful Studio With A View,194194,Zeyno,,Beyoglu,41.02942,28.98154,Private room,961,180,86,2015-07-27,0.79,2,238,0,
44429,"Cozy, central, lovely&check out the bathroom!*",194194,Zeyno,,Beyoglu,41.03084,28.97986,Entire home/apt,362,5,24,2019-03-29,0.82,2,58,2,
47377,Double Room in Taksim,214374,Bertan Kemal,,Beyoglu,41.0337,28.99039,Private room,445,3,0,,,1,365,0,
48346,Charming Apartment in Kuzguncuk,220212,Yesim,,Uskudar,41.03258,29.03239,Entire home/apt,722,3,17,2021-02-14,1.91,4,357,4,
52828,Prince(Garden Apart),182639,Mehmet Ali,,Beyoglu,41.0269,28.97924,Entire home/apt,610,5,27,2014-04-14,0.25,6,179,0,
58441,Private  studio bestlocation@Taksim,279673,Engin,,Beyoglu,41.03728,28.98414,Entire home/apt,310,28,16,2014-06-30,0.18,3,364,0,
77292,3 Bedroom Apartment with Terrace Bosphorus View,414003,Fasedis,,Beyoglu,41.03583,28.98989,Entire home/apt,1036,3,3,2020-08-29,3,10,285,1,
88949,Wonderful House with Historical View,485384,Alev,,Beyoglu,41.03319,28.98071,Entire home/apt,517,3,88,2019-07-20,0.81,2,350,2,
101397,❛Cozy • Clean • Central • Room❜,531367,Guliz,,Beyoglu,41.02937,28.98044,Private room,135,2,68,2019-05-28,0.94,1,304,0,
108537,Cihangir Connection,561692,Hasan,,Beyoglu,41.02945,28.98253,Entire home/apt,480,2,3,2018-04-02,0.06,1,365,0,
114786,Blue Mosque View in Sultanahmet,582060,Fernando,,Fatih,41.0063,28.97916,Entire home/apt,732,2,84,2021-08-31,1.00,6,6,8,
124137,Beautiful Artist's home staycation,594053,Dev,,Beyoglu,41.03451,28.98654,Entire home/apt,531,2,63,2021-08-16,0.72,1,1,41,
130231,Flat with super Golden Horn view,641504,Chris,,Beyoglu,41.03631,28.97438,Entire home/apt,342,3,28,2020-03-19,0.84,1,63,1,
133148,Eveything you need - as you wish,654031,Nurhan,,Kagithane,41.06517,28.95571,Entire home/apt,1333,2,0,,,1,365,0,
135956,Private room in shared flat-for ONLY female guests,666066,Ali,,Beyoglu,41.02984,28.97569,Private room,135,60,29,2019-08-30,0.52,11,334,1,
139804,Entire house in central Kadikoy,681763,Deniz,,Kadikoy,40.98574,29.02851,Entire home/apt,444,4,8,2019-01-03,0.06,1,362,0,
140269,Penthouse in Taxim -with 2 bedrooms,683356,Damir,,Beyoglu,41.03703,28.97592,Entire home/apt,466,3,129,2015-06-17,1.13,3,243,0,
140952,(-55%)28nts in may 300€:Best LocationDuplex@Taksim,279673,Engin,,Beyoglu,41.03759,28.98208,Entire home/apt,466,15,8,2017-01-10,0.09,3,365,0,
146854,Beautiful & Super Deluxe Flat,709964,Lily,,Sisli,41.04786,28.98086,Private room,533,1,0,,,1,364,0,
152549,Room in Greenness inc Breakfast,734040,Can,,Sariyer,41.08582,29.05477,Private room,231,2,35,2016-06-13,0.29,2,242,1,
158618,King Suite Studio  Near Taksim Square,730566,Murat,,Beyoglu,41.0383,28.98227,Private room,569,1,0,,,3,365,0,
162180,Nice flat in historical Galata,775317,Cigdem,,Beyoglu,41.02778,28.97628,Entire home/apt,1244,6,1,2011-09-25,0.01,1,365,0,
164216,Ottoman Flat 2BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03757,28.98327,Entire home/apt,983,2,36,2019-01-03,0.36,3,362,0,
166265,Apartment in the Heart of the City1,792658,ISlK,,Beyoglu,41.03919,28.98266,Entire home/apt,426,3,155,2019-07-20,1.53,9,359,7,
168404,Charming Apt City Center Taksim,802569,Maria,,Beyoglu,41.03233,28.98856,Entire home/apt,1024,2,134,2015-10-27,1.18,1,364,0,
169106,Kiptas Seyrantepe Residence Flat,805693,Koray,,Maltepe,40.9476,29.16943,Entire home/apt,922,3,0,,,1,365,0,
170150,Lovely Gardened House 10 minutes walking to metro,810759,,,Uskudar,41.01713,29.06957,Entire home/apt,489,30,89,2021-08-19,0.83,2,304,5,
171593,Nice historical apartment in Galata,818744,Fırat,,Beyoglu,41.02566,28.97881,Entire home/apt,1333,7,3,2012-01-07,0.02,1,365,0,
183804,"IN THE CENTER OF CIHANGIR, ISTANBUL",825635,Merve,,Beyoglu,41.03029,28.98315,Entire home/apt,491,3,68,2019-11-08,1.63,3,358,1,
191058,Room with balcony in shared flat-for female guests,666066,Ali,,Beyoglu,41.0281,28.97585,Private room,155,20,26,2015-01-11,0.31,11,273,0,
191069,Private room in shared flat-for ONLY female guests,666066,Ali,,Beyoglu,41.02797,28.97626,Private room,124,16,25,2015-07-13,0.22,11,279,2,
199068,"Luxurious, specially designed...!",972196,Taskin,,Esenyurt,41.02719,28.68328,Private room,877,1,0,,,1,365,0,
199411,23JUN-01AUG/SUMMER DISCOUNT,973997,Shinnosuke,,Beyoglu,41.02812,28.97732,Entire home/apt,362,3,102,2015-12-08,0.84,1,362,3,
207933,GORGEOUS BOSPHORUS VIEW! COMFY ROOM,1023387,Daniele,,Beyoglu,41.03679,28.9921,Private room,361,3,10,2013-10-05,0.09,1,268,0,
213816,Stay near Bagdat Avenue - 3BR apt,767876,Pelin,,Kadikoy,40.97607,29.06526,Entire home/apt,619,3,25,2021-08-07,4.97,3,357,10,
214188,decent quality/price balance in Ist,1105099,Necip,,Fatih,41.01698,28.92835,Private room,155,20,40,2014-03-10,0.49,2,90,0,
220131,Charming Delightful Studio@Centre 4,466302,Demir,,Beyoglu,41.02802,28.97515,Entire home/apt,235,30,83,2019-08-29,0.84,12,334,0,
220149,Sultan,182639,Mehmet Ali,,Beyoglu,41.02889,28.97782,Entire home/apt,507,5,9,2013-07-03,0.08,6,364,0,
222535,Cozy apartment in Kuzguncuk,220212,Yesim,,Uskudar,41.03354,29.03339,Entire home/apt,516,3,26,2016-01-13,0.33,4,353,0,
223519,We are in the center of Istanbul!,1162133,Tamer,,Kadikoy,40.97033,29.09902,Private room,169,1,4,2011-10-06,0.03,1,365,0,
224612,My nice flat in Nisantasi/,1169188,Esin,,Sisli,41.05758,28.99082,Private room,414,5,0,,,1,365,0,
224910,The Heart of Istanbul,1171112,Marya,,Basaksehir,41.10619,28.73866,Entire home/apt,1031,1,0,,,1,365,0,
226255,Harem,182639,Mehmet Ali,,Beyoglu,41.02698,28.97732,Entire home/apt,507,5,10,2012-08-23,0.08,6,365,0,
229498,Cozy studio apartment in Cihangir,1167189,Bilgehan,,Beyoglu,41.02878,28.98111,Entire home/apt,658,4,114,2018-09-01,0.99,2,285,0,
238904,2  PRIVATE ROOMS IN SULTANAHMET,1252482,Ramazan,,Fatih,41.00536,28.98055,Private room,578,1,0,,,1,365,0,
244604,FULL EQUIPPED FLAT IN OLD ISTANBUL,1283374,Timur,,Fatih,41.01379,28.9416,Private room,776,2,0,,,1,365,0,
247874,"Istiklal Avenue,Sadri alisik street",1298849,Berkan,,Beyoglu,41.03333,28.9803,Entire home/apt,207,2,165,2021-08-27,2.65,3,95,10,
251414,"Apartment in Montmartre, Paris",1318632,Bahar,,Beyoglu,41.03226,28.98692,Entire home/apt,517,7,1,2012-01-06,0.01,1,358,0,
253055,CIHANGIR | Stunning Bosphorus View!,852380,Ilker,,Beyoglu,41.03375,28.98324,Entire home/apt,1086,3,69,2020-10-13,0.60,3,364,2,
253859,A boutique experience in Istanbul,1333286,Erdal,,Beyoglu,41.03121,28.98085,Private room,931,1,0,,,1,365,0,
254664,Sur la place de la tour de Galata,1337721,Hervé,,Beyoglu,41.02435,28.97479,Entire home/apt,1035,2,0,,,1,365,0,
256825,BLUE Mosque walking&Grand pazar مشي لكل مكان,1351134,Bãśmä,,Fatih,41.01234,28.94558,Private room,165,4,227,2019-12-12,2.12,15,174,2,
256838,"Down town,walk to everywhereوسط اسطنبول يوسف باشا",1351134,Bãśmä,,Fatih,41.01196,28.94689,Private room,141,3,17,2019-05-06,0.20,15,81,3,
259206,Cosy Flat at the Center of ISTANBUL,1323348,Feride,,Sisli,41.06362,28.9933,Entire home/apt,400,2,33,2021-07-29,0.88,4,223,1,
260378,Bright and characterful in Galata!,1366111,Julia & Tarkan,,Beyoglu,41.02586,28.97366,Entire home/apt,1116,3,115,2021-08-10,1.33,16,343,20,
265297,"Sunny Flat for Room Price, Taksim",1391673,Serkan,,Sisli,41.04307,28.98449,Entire home/apt,444,2,2,2012-05-28,0.02,1,90,0,
265772,Furnished Flats & Historical Room,1393796,Hülya,,Sisli,41.05635,28.98644,Private room,355,1,0,,,2,365,0,
270561,"Minuet 2TRAM Street,Yusufpasha اتفضلوااهلاًبكم",1351134,Bãśmä,,Fatih,41.01021,28.94509,Private room,137,3,152,2019-07-02,1.63,15,82,0,
270883,only 10 minutes to Sultanahmet,1417732,Tayfun,,Fatih,41.02397,28.94966,Entire home/apt,517,7,0,,,1,365,0,
271439,Charming Delightful Studio@Centre 3,466302,Demir,,Beyoglu,41.02822,28.97447,Entire home/apt,245,3,149,2018-09-11,1.30,12,270,5,
274454,"Galateia Apartments,1 BR up to 4",1435301,Galateia,,Beyoglu,41.02732,28.97465,Entire home/apt,1759,30,0,,,2,365,0,
276621,Room TRAM STREET اتفضلوا اهلاً بيكم,1351134,Bãśmä,,Fatih,41.01143,28.94603,Shared room,159,4,79,2016-04-07,0.93,15,171,0,
277581,Standard Suites,1449395,Emre,,Kadikoy,40.99252,29.02529,Entire home/apt,393,3,30,2019-11-25,0.47,3,307,2,
277589,Spacious Family Apt in Kadiköy,1449395,Emre,,Kadikoy,40.99376,29.0251,Entire home/apt,672,3,8,2018-01-28,0.13,3,290,0,
277592,1+1 65m2 Deluxe Suitler,1449395,Emre,,Kadikoy,40.99472,29.02664,Entire home/apt,466,3,46,2016-07-15,0.59,3,348,0,
280227,Asian Side Apartment with SEA VIEW,1460766,Birim,,Kadikoy,40.97521,29.04125,Entire home/apt,881,4,0,,,2,363,0,
282148,"High Quality, Professionally Managed Apt in Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,828,3,76,2021-08-30,1.16,4,354,9,
282266,Design chic serviced apt in Galata.,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,828,3,40,2021-07-04,0.47,4,348,5,
282289,Modern serviced flat in Galata,1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,828,3,92,2021-06-28,1.26,4,354,16,
282295,"Professionally Managed, High Quality Apt in Galata",1470523,Zeynep,,Beyoglu,41.02485,28.97338,Entire home/apt,621,3,84,2021-09-01,1.98,4,335,16,
282881,"top location,bright & cozy 2bdr apt",353220,Özge,,Beyoglu,41.02845,28.97049,Entire home/apt,1035,1,57,2016-09-11,0.67,1,0,0,
287982,Lovely Room at the heart of İSTANBL,1323348,Feride,,Sisli,41.06139,28.99395,Private room,178,1,10,2016-01-15,0.14,4,222,0,
287983,CENTRAL&SAFETY Location Bright Room,1323348,Feride,,Sisli,41.06157,28.99525,Private room,207,2,58,2014-10-22,0.65,4,223,0,
293754,2 bedr apart 5 mins from Airport,1497897,Mehmet Emin,,Bahcelievler,40.99144,28.84474,Entire home/apt,918,3,4,2019-05-19,0.08,2,365,0,
297040,"Galateia  Bosphorus, 1BR w Terrace",1435301,Galateia,,Beyoglu,41.02761,28.97634,Entire home/apt,2069,1,0,,,2,365,0,
304011,Beyoglu/Center with Beautiful View,1564870,Living,,Beyoglu,41.03537,28.97316,Entire home/apt,495,3,18,2021-07-29,0.23,2,178,8,
304029,Zero km to City Center -- Friendly,1564916,Esen,,Sisli,41.05156,28.99052,Private room,196,2,35,2016-11-02,0.34,1,303,0,
305801,Sweet Garden  House,1572930,Mehmet,,Besiktas,41.04921,29.0221,Private room,200,3,1,2012-10-01,0.01,1,365,0,
316220,pvt Apt ◆ Anatolian Side of Istnbul,1624077,Can,,Uskudar,41.02466,29.03419,Entire home/apt,361,1,0,,,1,365,0,
324576,Family  Apartment with Private Hammam,1667741,Ceyhun,,Fatih,41.00409,28.97903,Entire home/apt,1542,1,1,2018-03-24,0.02,5,359,0,
330043,İstanbul Beyoğlu Cihangir,1677640,Didem,,Beyoglu,41.03107,28.98585,Private room,724,1,0,,,1,365,0,
338403,120m2 private apart Taxim.,1719162,Emre,,Sisli,41.04133,28.98743,Entire home/apt,1242,2,7,2014-05-05,0.06,1,365,0,
338540,Walk to GRAND pazarيوسف باشا مشي لبيازيت,1351134,Bãśmä,,Fatih,41.01117,28.94704,Private room,142,3,62,2019-05-21,0.77,15,82,0,
341852,on Galata Roofs.  Super central istiklal avenue,1734426,Lino And Gioia,,Beyoglu,41.03415,28.98102,Entire home/apt,435,2,28,2019-09-14,0.34,3,272,0,
350818,Furnished Double BR with Breakfast,1778050,Ali Sinan,,Beyoglu,41.03117,28.9748,Private room,1138,1,0,,,1,365,0,
351006,Full Bosphorus Sea View ◆ near Park,1664518,Gokce Doruk,,Uskudar,41.02962,29.02154,Private room,361,2,0,,,1,365,0,
351790,in the city center,1782227,İnan,,Sisli,41.07781,29.00894,Hotel room,1068,10,2,2015-05-23,0.03,1,365,0,
355170,Modern Deluxe Studio Near to Taksim,730566,Murat,,Beyoglu,41.03622,28.98274,Private room,621,1,0,,,3,365,0,
360053,Modern Flat 30m to Istiklal- Taksim,1821399,Hakan,,Beyoglu,41.03485,28.98233,Entire home/apt,621,30,0,,,1,365,0,
362196,Apartment in the Heart of the City2,792658,ISlK,,Beyoglu,41.03915,28.98273,Entire home/apt,331,3,108,2021-08-06,1.27,9,357,9,
362228,Studio in the Heart of the City 1,792658,ISlK,,Beyoglu,41.03911,28.98266,Entire home/apt,355,3,169,2021-03-28,1.87,9,357,17,
362494,Single Room  @Taksim Downtown,1806816,Kaboom Guest House,,Beyoglu,41.03596,28.97148,Private room,93,1,4,2021-03-30,2.55,7,122,2,
364077,A single room in Istanbul - Kadikoy,1839212,Ferhat,,Kadikoy,40.99547,29.03697,Private room,361,2,0,,,1,365,0,
371112,Stylish 2 bedroom in Cihangir,1869420,Asli-Ali,,Beyoglu,41.02999,28.98291,Entire home/apt,673,2,72,2016-08-24,0.66,2,58,4,
374837,Charming Delightful Studio@Centre 2,466302,Demir,,Beyoglu,41.0273,28.97743,Entire home/apt,223,1,127,2019-11-06,1.15,12,242,1,
380072,"truly unique accommodation,Istanbul",1907609,Filiz,,Besiktas,41.05692,29.00054,Private room,1700,1,0,,,1,365,0,
385296,"Lot's of Light, Lot's of Green!",734040,Can,,Sariyer,41.08538,29.05278,Private room,197,3,21,2019-08-08,6.30,2,273,9,
398075,Charming Delightful Studio@Centre 1,466302,Demir,,Beyoglu,41.02745,28.97574,Entire home/apt,262,3,75,2021-09-07,0.83,12,323,8,
401359,Central Apt. in Popular Nisantaşı,2002975,Jülide,,Besiktas,41.0495,28.99777,Private room,489,3,1,2012-04-02,0.01,1,365,0,
408294,Istanbul Postcard View (Asian Side),2033076,Baris,,Uskudar,41.01471,29.01153,Entire home/apt,667,5,23,2014-09-09,0.22,1,213,1,
412766,Безупречночисто CasaLoBueno#1 Splendid GalataTower,2054075,Doret & Izel,,Beyoglu,41.02967,28.97256,Entire home/apt,847,4,74,2019-08-24,0.80,4,354,4,
422001,Cozy Room @ Kaboom Guesthouse,1806816,Kaboom Guest House,,Beyoglu,41.03489,28.97376,Private room,93,2,9,2020-09-30,0.12,7,213,1,
422071,Cozy Flat 1BR @Taksim Square,783470,Aslinaz,,Beyoglu,41.03728,28.98093,Entire home/apt,672,2,63,2019-10-03,0.67,3,362,0,
429200,Pasha,182639,Mehmet Ali,,Beyoglu,41.02734,28.97751,Entire home/apt,507,5,1,2012-09-09,0.01,6,180,0,
447142,Ottoman istanbul..Yusufpasha Tram ترام يوسف باشا,1351134,Bãśmä,,Fatih,41.01038,28.94676,Private room,164,3,24,2013-05-14,0.25,15,172,1,
453816,Room in Central Istanbul / Cihangir,2254723,Yesim,,Beyoglu,41.02879,28.98177,Private room,259,2,18,2014-07-06,0.21,1,365,0,
457790,Old City Sultanahmet Apart Istanbul,2231981,Adar,,Fatih,41.00581,28.96676,Entire home/apt,683,3,120,2019-04-14,1.06,13,365,0,
469638,Near the bosphorus,2330281,Omer,,Besiktas,41.06782,29.04236,Entire home/apt,470,2,27,2019-04-21,0.29,2,352,1,
469811,"Couple friendly, Cute Roof w terrace in Beyoglu",2331089,Mehmet,,Beyoglu,41.03085,28.97494,Entire home/apt,507,2,45,2020-09-23,1.12,5,0,3,
478289,ULTRA LUXE RESIDENCE WITH FREE SWIM.POOL ETC,2368759,Angie,,Basaksehir,41.0718,28.67921,Entire home/apt,619,6,12,2017-07-07,0.16,1,365,0,
484153,"comfy room in Taksim, Istanbul",2395401,Özgür,,Sisli,41.04461,28.98187,Private room,124,7,3,2018-04-16,0.04,1,358,0,
499401,"Fair, clean & comfy Apt - Beyoglu",2464199,Fahrettin,,Beyoglu,41.03034,28.97043,Entire home/apt,2069,10,9,2013-07-20,0.08,5,364,0,
507117,Duplex Penthouse Central Located,2499854,Ozan,,Sisli,41.05739,28.9955,Private room,237,1,2,2017-05-18,0.02,1,365,0,
511142,The best room for young people,1298849,Berkan,,Beyoglu,41.03404,28.98117,Private room,93,1,54,2017-07-12,0.88,3,3,11,
511597,Flats in Taksim 2 min. to square #2,2519004,Vedat Öz,,Bagcilar,41.03183,28.84544,Entire home/apt,516,2,2,2013-03-15,0.02,1,365,0,
511807,decent price/quality balance in Ist,1105099,Necip,,Fatih,41.01874,28.92929,Private room,103,20,9,2015-06-30,0.08,2,181,0,
516610,Nakkas Apart,2543742,Nakkas,,Fatih,41.0038,28.97045,Entire home/apt,1128,1,3,2012-11-28,0.03,2,365,0,
516720,Very central place-small room for 1,2544222,Biray Anil,,Sisli,41.06193,28.98508,Private room,103,1,42,2014-10-02,0.38,1,350,0,
519364,Elegance and high quality with breezy sea views,1366111,Julia & Tarkan,,Beyoglu,41.0272,28.97564,Entire home/apt,1320,3,81,2021-08-07,1.40,16,343,17,
519468,"Cosy charm, fabulous terrace views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02459,28.97327,Entire home/apt,1518,3,124,2021-08-28,1.93,16,318,29,
520072,Room in Anatolian side of Istanbul,2404749,Sabite,,Kadikoy,40.98141,29.04636,Private room,133,1,0,,,1,365,0,
520189,"Cosy with frescoes, terrace views in Galata!",1366111,Julia & Tarkan,,Beyoglu,41.02786,28.9745,Entire home/apt,1116,3,104,2021-07-07,1.44,16,224,15,
520238,Stylish gem with amazing charm and nightlife buzz!,1366111,Julia & Tarkan,,Beyoglu,41.03595,28.97748,Entire home/apt,721,3,199,2021-09-27,2.58,16,343,30,
522700,2 Bedrooms & Galata & Best Design,2570612,Ahmet,,Beyoglu,41.02642,28.97432,Entire home/apt,1024,2,94,2016-05-23,0.88,10,365,0,
536465,Spacious room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03807,28.97582,Private room,142,3,17,2021-07-13,0.22,4,320,1,
536526,"A Lovely, Modern, 1bd Apt in Center",2248444,Pinar,,Beyoglu,41.03806,28.97582,Entire home/apt,311,2,54,2020-03-25,0.49,4,122,0,
538538,flat in a safe & quiet district,2645069,Mehmet,,Kadikoy,41.00897,29.04131,Private room,267,1,0,,,1,365,0,
538833,Very Central Room With Sea View,2646839,Hexagram,,Beyoglu,41.03201,28.98275,Private room,489,1,47,2014-10-10,0.50,3,0,0,
541629,Apartment flat entrance - Beyoglu,2464199,Fahrettin,,Beyoglu,41.03025,28.97029,Entire home/apt,1552,10,22,2017-07-18,0.20,5,364,0,
541989,Beautiful Triplex in City Center,2664929,Figen,,Besiktas,41.07564,29.03602,Entire home/apt,1068,5,13,2018-05-28,0.14,1,358,0,
542354,Nakkas Apart with Sea View,2543742,Nakkas,,Fatih,41.00575,28.97075,Private room,1242,1,0,,,2,365,0,
546900,Very modern Apartment in Gayrettepe,2689464,Murat,,Besiktas,41.06409,29.00296,Private room,1438,1,0,,,1,365,0,
553222,Cozy room in 2br renovated flat,2248444,Pinar,,Beyoglu,41.03806,28.97581,Private room,135,3,23,2019-08-05,0.52,4,304,1,
555588,Historical Istanbul House @ Taksim,2731976,Daniel,,Sisli,41.04358,28.98584,Entire home/apt,461,3,299,2021-08-13,2.72,2,242,7,
556293,A duplex @ heart of shop & dine,135136,Ozlem,,Sisli,41.0518,28.9986,Entire home/apt,1138,2,1,2016-01-01,0.01,2,363,0,
559714,Blue Suites by V Sultanahmet Deluxe,2751565,Volkan,,Fatih,41.00709,28.97905,Entire home/apt,1655,2,13,2021-09-05,0.56,3,362,4,
565598,"Fully furnished penthouse, Beyoglu",2781217,Fatma,,Beyoglu,41.036,28.97583,Entire home/apt,259,3,91,2020-11-21,1.36,7,213,6,
568306,"Economic Apt @ Taksim SQ, Beyoglu",225378,Goksel,,Beyoglu,41.03292,28.98175,Private room,466,3,0,,,2,365,0,
568452,Terraced Ottoman Villa,2797172,Piril,,Sariyer,41.16389,29.04211,Private room,1547,5,2,2015-09-05,0.02,4,365,0,
570021,Designer Penthouse in Trendy Bebek,2779211,Bora,,Besiktas,41.08232,29.04265,Entire home/apt,1335,2,16,2019-08-15,0.14,1,334,0,
571088,simple&clean room with amazin view in galata,2678583,Umut,,Beyoglu,41.02626,28.97673,Private room,517,7,16,2012-07-24,0.14,3,89,0,
575482,"LARGE, SAFE & COMFORTABLE FLAT",2266179,Seyda Mari,,Sisli,41.05458,28.98433,Entire home/apt,595,2,152,2020-12-11,1.41,3,152,2,
575662,Terraced Ottoman Villa - Room 1,2797172,Piril,,Sariyer,41.16357,29.04244,Private room,619,5,2,2016-10-26,0.02,4,365,0,
576358,comfortable and  central location,2464199,Fahrettin,,Beyoglu,41.03032,28.97043,Entire home/apt,1714,10,23,2018-08-02,0.29,5,364,0,
576398,Terraced Ottoman Villa - Room 2,2797172,Piril,,Sariyer,41.16267,29.04337,Private room,619,5,0,,,4,365,0,
576414,Terraced Ottoman Villa - Room 3,2797172,Piril,,Sariyer,41.16257,29.04247,Private room,413,5,1,2012-12-23,0.01,4,365,0,
576710,"CENTRAL PART OF ISTANBUL,TAXIM",2836764,Cerith,,Sisli,41.04425,28.98196,Entire home/apt,355,2,25,2014-05-18,0.23,3,365,0,
581815,STUDiO FLAT /ERASMUS STUDENT (İST,2951165,Şermin,,Sisli,41.04846,28.98748,Entire home/apt,576,3,0,,,2,179,0,
583129,double BR @ the heart of Cihangir,2872780,Galata,,Beyoglu,41.02423,28.97544,Private room,621,1,0,,,1,365,0,
585043,amazing room with bosphorus view in galata,2678583,Umut,,Beyoglu,41.02626,28.97673,Private room,517,7,11,2014-05-09,0.10,3,90,0,
587917,Arnavutköy - with Bosphorus view,2602636,Mehpare,,Besiktas,41.0693,29.04258,Entire home/apt,330,1,0,,,1,61,0,
591954,Cosy Double Room with Huge Terrace!,2541656,Başak,,Besiktas,41.05193,29.00551,Private room,124,6,46,2021-02-04,0.56,11,273,1,
592336,Room in Kadikoy/Istanbul,2924046,Ezgi,,Kadikoy,40.98556,29.03474,Private room,414,1,0,,,2,365,0,
597148,Flat and roomIN OLDCITY SULTANAHMET,2952503,Adem,,Fatih,41.00386,28.97251,Private room,1271,1,0,,,1,365,0,
598415,Double room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97655,29.06465,Private room,258,5,7,2018-12-15,0.07,3,334,0,
607323,Blue Suites by V 1 Sultanahmet,2751565,Volkan,,Fatih,41.00708,28.97997,Hotel room,414,1,83,2019-10-01,0.96,3,362,0,
607344,Blue Suites by V 2 Sultanahmet,2751565,Volkan,,Fatih,41.00519,28.97907,Hotel room,414,1,36,2019-10-20,0.46,3,362,0,
609217,Luxury house with a private garden,3019226,Pürün,,Besiktas,41.04744,29.0011,Entire home/apt,444,10,106,2021-08-22,1.44,1,172,3,
610111,Enjoy the sea view rooms & terrace,3025239,Yasemin,,Fatih,40.99791,28.93114,Private room,562,1,0,,,1,365,0,
610875,Full furnished flat in Beyoglu/IST,2963950,Bilal,,Beyoglu,41.0384,28.98324,Entire home/apt,880,1,0,,,1,365,0,
612327,Spacious Design Apartment on trendy Galata Square,2911496,Nadira,,Beyoglu,41.0262,28.97304,Entire home/apt,828,3,211,2021-07-28,1.95,1,346,9,
617961,Historical Flat in Galata,3061457,Faik,,Beyoglu,41.02622,28.97429,Private room,300,360,0,,,1,365,0,
618156,"Sultanahmet-Istanbul, Adalar Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,269,1,68,2021-04-19,0.97,12,341,12,
620129,Unique Concept in the Old City,3072862,Levent,,Fatih,41.00456,28.9798,Private room,2235,1,15,2015-07-29,0.15,4,365,0,
630494,Rooms with a Mystical Garden,3134482,Alper,,Beyoglu,41.03203,28.98853,Shared room,517,1,0,,,1,365,0,
630800,Cozy Flat in Cihangir - Prime Location !,485384,Alev,,Beyoglu,41.03161,28.98341,Entire home/apt,517,3,42,2020-03-13,0.41,2,59,4,
632120,COSY PLACE AT ISTANBUL NISANTASI,3144818,Semih,,Sisli,41.054,28.99023,Entire home/apt,889,5,14,2021-05-25,0.13,5,322,2,
638542,Urban Bridge Loft - 3BR - 2BA - Galata,2618254,Dodo,,Beyoglu,41.02763,28.97595,Entire home/apt,1852,4,189,2019-12-19,2.20,3,63,0,
639951,Spacious Flat with Small Private Backyard,3195183,Efe & Memet,,Besiktas,41.04533,29.00523,Entire home/apt,322,2,29,2021-09-17,29,4,336,2,
644669,Apartment with nice bosphorus view,3153138,Erman,,Beyoglu,41.02445,28.9749,Private room,517,2,0,,,1,365,0,
646784,"Rooftop terrace, tower& water views",3242426,Kadir,,Beyoglu,41.02429,28.97383,Entire home/apt,1448,1,78,2021-07-09,1.01,12,286,8,
