id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32054635,Triplex 4 bedroom; 1 living room  Detached house .,3815061,Bahri&Nihal,,Uskudar,41.02492,29.00951,Entire home/apt,619,3,28,2021-09-27,0.98,3,328,11,
32057063,Modern sea view studio with kitchen,195357211,Halil,,Fatih,41.00459,28.9666,Private room,392,1,1,2019-12-19,0.05,3,333,0,
32059914,Sperior room at the best locatıon (old city),23018207,Ramazan,,Fatih,41.00479,28.9812,Hotel room,362,1,0,,,10,360,0,
32064004,Coeur d'istanbul,213264510,Ayoub,,Sisli,41.05178,28.98226,Entire home/apt,1242,1,0,,,1,365,0,
32074899,memet home,238197659,Mohammed,,Bayrampasa,41.03611,28.89275,Private room,445,1,0,,,1,180,0,
32076867,Very located and luxury side cute room with balcon,240555366,Bsk,,Kadikoy,40.98256,29.04748,Private room,100,3,0,,,1,365,0,
32081693,Bomonti Private Room,240600003,Bomonti,,Sisli,41.06264,28.98394,Private room,267,1,0,,,1,364,0,
32082300,"Başakşehir, Kayaşehir",240604473,Fatih,,Basaksehir,41.09077,28.74737,Private room,123,1,0,,,1,179,0,
32083157,"Cheap, cozy and nostalgic flat in Kadikoy",22661223,Alihan,,Kadikoy,40.99384,29.03519,Private room,90,1,0,,,1,364,0,
32087219,Lovely Flat at City Center,89999843,Buz,,Besiktas,41.04571,28.99943,Private room,207,1,1,2019-02-19,0.03,1,365,0,
32094109,SUİTE İNN TAKSİM 3-4,167894425,Serkan,,Beyoglu,41.03287,28.97192,Hotel room,1899,1,1,2019-08-27,0.04,13,365,0,
32095377,Altunizade/İstanbul/city center/close to transit,240740924,Pınar,,Uskudar,41.01691,29.04007,Entire home/apt,600,5,0,,,1,358,0,
32095738,Cosy Flat,11028968,Aysu Ceren,,Kucukcekmece,40.99654,28.79024,Entire home/apt,413,1,2,2019-07-26,0.07,1,365,0,
32101231,Kardeşler Apart ( Panaromik Haliç Manzaralı ),240801044,Ergin,,Kagithane,41.06116,28.95137,Shared room,533,3,0,,,1,91,0,
32103543,Historical Apartment in the Heart of Galata.,20259494,Cengiz,,Beyoglu,41.02782,28.97301,Entire home/apt,666,2,31,2019-10-11,1.05,1,0,0,
32108652,3 BDR DELUXE APARTMENT IN TAKSIM,1902404,Property Management,,Sisli,41.04332,28.98243,Entire home/apt,1852,1,6,2019-04-14,0.20,21,365,0,
32109114,3 BDR DELUXE DUBLEX IN TAKSIM,1902404,Property Management,,Sisli,41.04335,28.98436,Entire home/apt,1846,1,11,2020-12-27,0.52,21,364,3,
32116491,Istanbul Villa Pearl 4 Room 10 Person Hagia Sophia,36741980,Barış,,Fatih,41.00343,28.96765,Private room,835,1,0,,,5,365,0,
32117735,Istanbul Bahcesehir Maximoon Homes 2+1 Lux and New,109089646,Emrah,,Esenyurt,41.06777,28.66344,Entire home/apt,379,2,97,2021-08-09,3.52,1,351,30,
32118029,Sahıbınden çok temız  metrobüse 5 dakıka  Daıre,240964855,Oktay,,Esenyurt,41.02032,28.64688,Private room,120,1,0,,,1,365,0,
32118632,Central & comforte,239941020,Muhaned,,Fatih,41.02184,28.94346,Shared room,150,1,0,,,1,179,0,
32120582,Family Suit - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05981,28.98597,Hotel room,2069,1,0,,,8,365,0,
32122818,Junior Suit - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05815,28.98554,Hotel room,1552,1,0,,,8,365,0,
32122858,Teras Suit - Sparkle Hotel,221398961,Sparkle,,Sisli,41.06014,28.98512,Hotel room,1552,1,0,,,8,365,0,
32123115,Mutfakli Studyo - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05845,28.98412,Hotel room,1242,1,0,,,8,365,0,
32123697,4 Kisilik Ekonomik Oda - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05816,28.98593,Hotel room,776,1,0,,,8,365,0,
32123700,Standart Oda - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05816,28.98421,Hotel room,879,1,0,,,8,365,0,
32123723,Superior Oda - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05855,28.98595,Hotel room,983,1,0,,,8,365,0,
32123754,Ekonomik Oda - Sparkle Hotel,221398961,Sparkle,,Sisli,41.05807,28.98454,Hotel room,776,1,0,,,8,364,0,
32125043,GUNES HOTEL MERTER STANDARD DOUBLE ROOM,45788344,Dorothy,,Gungoren,41.00812,28.89232,Hotel room,488,1,0,,,18,364,0,
32148690,Great Location and view with full amenities,73142481,Nisa,,Beyoglu,41.02921,28.98749,Entire home/apt,776,3,14,2020-11-18,0.47,1,302,1,
32150028,Vintage cozy flat in the heart of Istanbul,13770732,Cansu,,Beyoglu,41.03252,28.98866,Entire home/apt,631,3,28,2021-08-27,1.00,1,209,3,
32151254,Lovely and Peaceful Apt w/ Balcony near Taksim Sq,78306877,Asu,,Beyoglu,41.03387,28.99033,Entire home/apt,604,5,73,2020-02-02,2.34,1,338,18,
32151850,Studio. Perfect Location. Near Hagia Sophia,241190433,Emre,,Fatih,41.00674,28.96998,Private room,406,2,5,2020-11-27,0.16,4,365,2,
32156380,Family Suites - GLK PREMIER Sea Mansion Suites Spa,241018755,Hasan,,Fatih,41.00392,28.9749,Hotel room,4249,1,0,,,1,362,0,
32157601,Galata Studio Terrace II,240560026,Rıdvan,,Beyoglu,41.02629,28.97656,Entire home/apt,600,1,1,2019-02-17,0.03,1,180,0,
32159346,Bright flat with Golden horn view Terrace in Balat,44854507,Dilem,,Fatih,41.0337,28.94732,Entire home/apt,138,2,48,2021-08-15,1.62,2,61,5,
32162506,Luxury One-bedroom Apartment 04 in Taksim,237984645,Leylak Suite,,Sisli,41.04263,28.983,Entire home/apt,828,1,4,2019-04-30,0.13,15,25,0,
32165425,Superior Studio Flat 3 rd Floor,3257050,Tolga,,Beyoglu,41.03762,28.98254,Entire home/apt,213,3,93,2021-06-15,2.98,7,156,35,
32173291,Triple Room,241390653,Eyup,,Fatih,41.00758,28.96308,Private room,724,1,1,2019-03-26,0.03,5,365,0,
32174060,Private Villa Flat with 3 bedroom great location,85127901,Fulya,,Maltepe,40.95125,29.10454,Entire home/apt,534,5,28,2021-07-20,1.07,2,340,12,
32174226,Family Room,241390653,Eyup,,Fatih,41.00748,28.96306,Private room,621,1,1,2019-08-20,0.04,5,365,0,
32174629,Enjoy TAKSIM and SULTANAHMET !.. (2),1605466,Kerem,,Beyoglu,41.04034,28.98335,Entire home/apt,381,1,44,2021-08-05,1.41,12,329,23,
32175418,G plus Divan Güneşli,241409940,Ogul,,Bagcilar,41.02463,28.81722,Entire home/apt,150,180,0,,,1,215,0,
32176524,Cozy Flat Studio at Center,226487677,Engin,,Beyoglu,41.03862,28.98271,Entire home/apt,310,2,53,2021-05-26,1.65,15,354,4,
32176682,İstanbul Bakirköy airport luxory rezidans home👍👍,219914820,Mert,,Bahcelievler,40.99279,28.83382,Entire home/apt,350,5,4,2020-02-13,0.13,1,364,0,
32177701,Üsküdar ve Kadıköy ün en sakin huzur dolu sokağı,241429632,İlker,,Uskudar,41.01329,29.04003,Private room,225,3,0,,,1,362,0,
32179794,COSY STUDIO; PRIME LOCATION; SAFE AND QUITE STREET,75344364,Murat,,Beyoglu,41.02612,28.97535,Entire home/apt,518,2,119,2021-09-24,3.79,6,353,43,
32186550,Nice Studio Apartments @Karaköy,6047256,Flats Company,,Beyoglu,41.0262,28.96959,Entire home/apt,296,1,374,2021-09-12,11.97,5,357,323,
32187992,Amazing bosphorus and historical peninsula view!,12621583,Turgay,,Kadikoy,40.99644,29.02638,Entire home/apt,1200,2,11,2021-09-13,0.45,1,238,5,
32201264,Balkonlu Süit,241390653,Eyup,,Fatih,41.00682,28.96097,Private room,724,1,0,,,5,358,0,
32201509,tek kişilik ekonomik oda ( panceresiz),241390653,Eyup,,Fatih,41.00704,28.96112,Private room,414,1,0,,,5,362,0,
32201913,üç kişilik ekonomik oda ( penceresiz),241390653,Eyup,,Fatih,41.00882,28.96307,Private room,621,1,0,,,5,365,0,
32202642,CONTEMPORARY LOFT IN KARAKOY WITH VIEW,11229126,Zehra,,Beyoglu,41.02261,28.97289,Entire home/apt,714,2,73,2021-09-04,2.33,6,258,33,
32210125,good friends / minimalist studio,20138701,Taygun,,Beyoglu,41.03067,28.98817,Entire home/apt,204,5,47,2020-03-20,1.53,6,146,6,
32211839,1 bedroom aparment in the center of Fındıkzade,211743783,Orhan,,Fatih,41.01272,28.93841,Entire home/apt,528,4,0,,,3,364,0,
32213430,Deluxe apartment,65353350,Ayman,,Beyoglu,41.03527,28.97193,Entire home/apt,228,2,80,2020-08-13,2.58,5,275,10,
32226631,New apartment in the heart of Istanbul Sisli,241814373,Tansel,,Sisli,41.06095,28.99738,Entire home/apt,444,30,0,,,1,0,0,
32230827,Moda Rivas Entire room with a beautiful sea view,241849059,Topkon Turistik Hizmetler,,Kadikoy,40.98286,29.0328,Private room,1120,1,0,,,3,353,0,
32234391,индивидуальная комната три минута от трамвайа,27480803,Ali,,Fatih,41.00868,28.93539,Private room,110,1,2,2020-09-05,0.08,1,180,0,
32237865,Luxury One-bedroom Apartment 05 in Taksim,237984645,Leylak Suite,,Sisli,41.04268,28.98306,Entire home/apt,969,1,1,2019-08-07,0.04,15,58,0,
32238241,"Aydınlık, manzaralı ve merkezi",241914245,Derya,,Beyoglu,41.03477,28.97205,Private room,259,3,0,,,2,180,0,
32239700,"Уютная квартира,где все для Вас, пока мы в отъезде",167008069,Tayfun,,Sancaktepe,40.9948,29.23451,Entire home/apt,222,2,6,2019-03-04,0.22,1,0,0,
32240954,COZY GREEK HOUSE,87296695,Anıl,,Fatih,41.0287,28.94718,Private room,348,1,2,2019-04-23,0.07,3,365,0,
32241518,İstanbuldaki Eviniz,148985203,Enes,,Zeytinburnu,40.98748,28.90219,Entire home/apt,890,1,0,,,1,365,0,
32246490,"Cityloft 161, Penthouse/ Ataşehir",110769021,Cityloft,,Atasehir,40.97568,29.14849,Hotel room,316,1,5,2020-10-07,0.16,29,356,4,
32246752,"Cityloft 81, Standard Room/ Ataşehir",110769021,Cityloft,,Atasehir,40.97857,29.14075,Hotel room,267,1,8,2021-07-03,0.27,29,348,6,
32247060,"Cityloft 24, Studio Suite/ Ataşehir",110769021,Cityloft,,Atasehir,40.98051,29.10899,Hotel room,236,1,31,2020-12-29,1.00,29,337,13,
32247764,★ Studio.Perfect Location. Near Blue Mosque,241190433,Emre,,Fatih,41.00519,28.9718,Private room,406,2,1,2020-10-23,0.09,4,365,1,
32247877,Studio.Perfect Location. Near Blue Mosque,241190433,Emre,,Fatih,41.00495,28.96967,Entire home/apt,406,2,3,2021-07-24,0.26,4,365,3,
32248085,"Cityloft 36, Loft Suite/ Ataşehir",110769021,Cityloft,,Atasehir,40.97973,29.10831,Hotel room,290,1,20,2021-07-15,0.64,29,347,12,
32252642,Super nice 2 Bedrooms & balcony in cool location,83778,Stephanie,,Beyoglu,41.0321,28.98001,Entire home/apt,517,5,12,2020-10-04,0.45,1,59,3,
32267887,Sultanahmet Family house full sea view,51471538,Ahmet,,Fatih,41.00276,28.96979,Entire home/apt,1217,3,4,2019-08-17,0.14,17,231,0,
32269304,"Manzaralı, ferah, aydınlık",241914245,Derya,,Beyoglu,41.03476,28.97368,Private room,259,3,0,,,2,180,0,
32273552,Torium avm ve metrobüse 2 dakika yürüme meaafesi,242197960,Yener,,Esenyurt,41.00355,28.69197,Entire home/apt,881,4,1,2019-08-10,0.04,1,179,0,
32276490,Near to Sabiha Gökçen airport and in luxury site,153871497,Savaş,,Pendik,40.91768,29.29985,Shared room,350,1,5,2020-12-10,0.16,1,365,1,
32278454,Kadıköy Günlük ve Haftalık Oda,85851785,Kaan,,Kadikoy,40.99409,29.02899,Shared room,150,7,1,2019-08-23,0.04,2,90,0,
32283615,"1 Private Room, ONLY SHORT TERMS, in Beşiktaş",26954789,Bilge,,Besiktas,41.0563,29.00187,Private room,166,2,0,,,2,363,0,
32284378,MERTER FOR RENT 1+0 (2),234461397,Rehab,,Zeytinburnu,41.00611,28.89481,Entire home/apt,464,1,0,,,15,89,0,
32285084,İnişistanbul 2+1 For Rent (2),234461397,Rehab,,Zeytinburnu,41.02424,28.90137,Private room,1650,3,4,2019-08-17,0.14,15,364,0,
32285508,Cozy Little Place in Istanbul,145223232,Marwa,,Esenyurt,41.05833,28.66887,Entire home/apt,365,2,15,2021-07-12,0.71,1,61,5,
32288380,Welcom1+1,234461397,Rehab,,Basaksehir,41.08858,28.77388,Entire home/apt,445,10,4,2020-07-26,0.14,15,89,0,
32296548,BJK,216918611,Mert,,Besiktas,41.04219,29.00501,Entire home/apt,310,2,1,2019-04-07,0.03,1,90,0,
32297686,Fuga Hotel Constantinidis,242443878,Gökay,,Beyoglu,41.03589,28.98215,Private room,817,2,0,,,1,272,0,
32300739,"Uskudar, Ground Floor Apartman",242468350,Aytunc,,Uskudar,41.01336,29.0816,Private room,90,1,5,2021-09-01,0.17,1,0,3,
32303603,Deluxe Sea Palace,242492487,Nursen,,Maltepe,40.94484,29.10608,Entire home/apt,294,3,8,2020-10-16,0.25,1,89,3,
32304743,"Best location. Taksim, İstiklal. #2",79258465,Rutkay,,Beyoglu,41.03452,28.97988,Entire home/apt,501,3,45,2021-08-20,1.45,2,252,11,
32311413,A house located 2 mins to tramvay! -Saloon-,242289753,Cihan,,Fatih,41.01944,28.92965,Private room,207,1,0,,,1,180,0,
32320512,Private Room in Kadıköy,32082939,Zeynep,,Kadikoy,40.99783,29.04244,Private room,155,1,0,,,1,180,0,
32323978,Comfortable flat very close to Blue Mosque,55147843,Aydin,,Fatih,41.00534,28.96539,Entire home/apt,347,3,9,2019-04-14,0.29,4,348,0,
32326431,Full furnished Göksu Evleri Anadolu Hisarı Kavacık,214972205,Mujde,,Beykoz,41.07932,29.08491,Private room,150,1,4,2020-09-01,0.15,1,71,0,
32332678,A single room in Gayrettepe - Şişli,94771744,Bahaa,,Sisli,41.06134,29.00026,Private room,93,1,1,2019-12-08,0.05,1,363,0,
32332780,Cosy Studio in Kadıköy,128656719,Deniz,,Kadikoy,40.98868,29.03235,Entire home/apt,199,1,45,2019-06-11,1.49,9,135,25,
32334484,Room near Bilgi University,190546378,Zeynep,,Kagithane,41.07302,28.96601,Private room,90,1,0,,,1,364,0,
32345692,Central and LARGE1+1 FLAT in the heart of Istanbul,216066129,Ahmet,,Beyoglu,41.03894,28.98274,Entire home/apt,362,4,42,2020-12-01,1.34,7,0,5,
32345857,Bosphorus single Exp.,18185295,Taskin,,Sariyer,41.08877,29.05549,Private room,250,1,0,,,1,179,0,
32346375,Mirror of the Crimean Church Loft,101967068,Murat,,Beyoglu,41.02883,28.97649,Entire home/apt,1060,2,45,2021-09-18,1.50,8,336,9,
32346525,A PERFECT ROOM IN THE HEARTH OF THE CITY 201,242867910,Doğuş,,Beyoglu,41.02886,28.97319,Hotel room,371,1,49,2020-11-23,1.67,8,356,19,
32349896,Superior Suite on Istiklal Street with Balcony,219802227,Magnova Studios Hotel,,Beyoglu,41.034,28.97849,Entire home/apt,1409,1,0,,,3,152,0,
32355078,Karadeniz mah nadide parçası,242929178,Mustafa,,Gaziosmanpasa,41.08389,28.88144,Private room,209,2,0,,,1,365,0,
32359029,Beyoğlu Daire,100743847,Yunus,,Beyoglu,41.03704,28.97206,Private room,141,1,15,2019-09-26,0.47,1,0,1,
32369644,luxury 10+3 villa in istanbul with amazing view,213157136,Ghassan,,Buyukcekmece,41.04302,28.50736,Entire home/apt,11568,2,0,,,67,90,0,
32370473,beykoz villa with 2 pool and garden,213157136,Ghassan,,Beykoz,41.1311,29.09484,Entire home/apt,5117,5,0,,,67,365,0,
32373249,Great Location / Wonderful Bosphorus View,242038529,Serdar,,Besiktas,41.04728,28.99727,Entire home/apt,487,2,28,2021-08-29,0.93,1,354,9,
32373964,Duplex Room on Istiklal Street/private bathroom,120222263,Mr. CAS,,Beyoglu,41.0341,28.9792,Private room,3500,1,0,,,11,356,0,
32374063,Neat Oriental flat at the hip area of Kadikoy,12756893,Demir,,Kadikoy,40.99795,29.02743,Entire home/apt,443,2,16,2021-06-04,0.54,10,323,10,
32375281,Luxury 5 Stars Apartmen near SAW Airport.,243097903,Ahmet,,Sultanbeyli,40.98269,29.25727,Entire home/apt,190,7,11,2021-04-16,0.41,2,349,3,
32381749,Fancy&Central Flat in Cihangir,231770788,Cihan,,Beyoglu,41.0322,28.98166,Entire home/apt,321,2,66,2021-08-18,2.13,6,193,9,
32381984,Full sea view with amazing beach in Tyuap,243153823,Homemark,,Buyukcekmece,41.00207,28.60121,Entire home/apt,619,1,2,2020-07-05,0.07,4,364,0,
32386572,Villa King Full sea view in Büyükçekmece TÜYAP,243153823,Homemark,,Buyukcekmece,41.0247,28.59683,Entire home/apt,908,3,0,,,4,365,0,
32395824,Charming Terrace & Designed flat @Galata,8543072,Akif,,Beyoglu,41.02361,28.97487,Entire home/apt,622,4,21,2021-09-12,0.72,10,353,8,
32400916,Nice 3bedroom apartment in Istanbul with 2 bath,213157136,Ghassan,,Kagithane,41.08336,28.98703,Entire home/apt,1557,2,0,,,67,365,0,
32401153,Luxury 2 bedroom apartments near shopping mall,213157136,Ghassan,,Kagithane,41.08404,28.98723,Entire home/apt,890,2,0,,,67,180,0,
32405214,**BOSPHORUS PARADİSE** & Private Terrace! @GALATA,171287824,Roza & Chiko,,Beyoglu,41.02559,28.97571,Entire home/apt,1017,4,113,2021-08-08,3.83,7,339,37,
32406645,oda,239592683,Okan,,Beyoglu,41.0315,28.98699,Private room,150,5,2,2021-09-06,0.07,2,364,1,
32410920,my home,168345770,Ahmet,,Maltepe,40.93586,29.13493,Private room,311,2,0,,,1,365,0,
32411017,Above the clouds with sea view...,45964732,Filiz,,Beylikduzu,40.98992,28.61389,Entire home/apt,268,1,26,2021-07-10,0.99,6,358,18,
32414431,Old City Standart double room (2+3 pax ),243427507,Ramazan,,Fatih,41.00211,28.9733,Hotel room,282,1,0,,,6,365,0,
32416135,Cosy Urban Apartment at Cihangir,17113582,Rana&Cem,,Beyoglu,41.03335,28.98688,Entire home/apt,511,2,57,2021-07-18,1.85,3,289,20,
32417560,"Istanbul City House Room 8, Old Town Istanbul",165765800,Sinan,,Fatih,41.01538,28.96842,Entire home/apt,238,2,62,2020-03-02,1.99,5,19,9,
32428202,Home swet. Easy use. See sight. You lıke ıt here,243564902,Buda,,Bakirkoy,40.97619,28.8712,Private room,300,2,0,,,1,365,0,
32428724,Private Room with Breakfast Near Oldcity & Taksim,115778222,Ahmet,,Fatih,41.01058,28.95206,Private room,309,1,2,2019-07-09,0.09,2,292,0,
32433014,Cosy Room in heart of Besiktas,42218898,Senan,,Besiktas,41.04581,29.00283,Private room,221,3,1,2019-03-19,0.03,1,179,0,
32436297,"Near Lake,Full kitchen,public transportation.WiFi",239718437,Ali,,Kucukcekmece,40.99507,28.76679,Entire home/apt,381,3,38,2021-07-16,1.32,3,81,16,
32437487,Istanbuliote home,243648501,Melody,,Kadikoy,40.97163,29.08114,Private room,534,1,0,,,1,179,0,
32437748,212İstanbulFloor04,7588677,Erhan,,Beyoglu,41.0357,28.98424,Entire home/apt,254,1,50,2020-10-09,2.69,5,334,23,
32439996,DESİNG FLAT IN BEŞİKTAŞ CENTRAL,243622996,Ali,,Besiktas,41.04545,29.00482,Entire home/apt,2069,1,4,2019-03-19,0.13,1,183,0,
32452512,2Best place of town nisantası city cent tesvikiye,29568076,Antonio,,Sisli,41.04783,28.99247,Entire home/apt,371,1,77,2021-08-07,2.64,5,326,30,
32453285,3 luxury flat atiye str tesvikiye nisantası,29568076,Antonio,,Sisli,41.04815,28.99253,Entire home/apt,364,1,48,2020-04-10,1.57,5,355,8,
32454909,Private Courtyard Flat Next to the GermanConsulate,183337842,Kaan,,Beyoglu,41.03418,28.99061,Entire home/apt,516,4,91,2021-09-02,3.45,45,233,31,
32456634,"Sunny, central Apartmant  in Beyoglu-Cihangir",50546716,Ayşe,,Beyoglu,41.032696,28.982611,Entire home/apt,350,1,30,2021-08-30,30,2,119,16,
32456949,Deluxe Flat for Comfort - Near Galata Tower,243832588,Mert,,Beyoglu,41.02581,28.97205,Entire home/apt,350,2,45,2021-09-17,1.86,5,335,22,
32461750,Apartment at the Center of Kadikoy.,243494429,Kartal,,Kadikoy,40.98796,29.02816,Entire home/apt,283,3,38,2020-12-23,1.25,1,3,9,
32467316,astoria home,243915159,Necati,,Sisli,41.06765,29.00571,Private room,150,1,1,2020-03-08,0.05,1,61,0,
32469649,Cozy Room in Kadikoy Yeldegirmeni,209241838,Gözde,,Kadikoy,40.9961,29.02821,Private room,207,1,0,,,1,179,0,
32481013,SUİTE İNN TAKİSM 11-12,167894425,Serkan,,Beyoglu,41.03204,28.97056,Entire home/apt,2550,1,1,2019-06-03,0.04,13,358,0,
32481157,Aslan Residence Taksim Apartments  2+1,227792101,Aslan Residence Beyoğlu,,Beyoglu,41.03289,28.9821,Entire home/apt,677,1,33,2021-06-21,1.20,6,365,17,
32481471,Aslan Residence Taksim Apartments 1+1,227792101,Aslan Residence Beyoğlu,,Beyoglu,41.03392,28.98132,Entire home/apt,569,1,4,2020-10-24,2.11,6,334,3,
32482403,Aile için kiralık ev,73986665,Serhat,,Umraniye,41.012,29.09852,Entire home/apt,294,3,29,2020-11-14,0.97,1,333,3,
32483976,LOFT SEA VİEW (7),35131712,Alev,,Fatih,41.00547,28.97202,Private room,238,2,27,2021-07-16,1.11,6,331,17,
32484168,SMALL LOFT,35131712,Alev,,Fatih,41.0048,28.97199,Private room,211,2,2,2021-08-27,2,6,348,2,
32485366,Family Connected Suite -5PAX- Near to Sultanahmet,241190433,Emre,,Fatih,41.00515,28.97143,Entire home/apt,622,2,0,,,4,365,0,
32490165,Feel like home / only females or couple,218277706,Seyma,,Kadikoy,40.98371,29.06332,Private room,100,1,1,2019-03-11,0.03,1,88,0,
32492426,Best view from old city,170040320,A Eren,,Fatih,41.02304,28.95578,Entire home/apt,362,4,1,2019-10-09,0.04,1,170,0,
32495913,PENDİK CİTY,244160002,Deha,,Pendik,40.88691,29.27909,Entire home/apt,2000,1,0,,,1,365,0,
32496343,My place provides easy access around Istanbul,244162107,Hazem,,Bagcilar,41.03079,28.84354,Private room,100,1,0,,,1,365,0,
32507863,"SPECIAL RENT A ROOM IN ISTANBUL (Daily, Weekly)",37392823,Hayrettin,,Beyoglu,41.03432,28.98237,Private room,330,1,2,2019-03-23,0.06,1,365,0,
32512558,1+1 Teraslı Daire,216701786,Vba Suiten,,Kagithane,41.08472,28.98639,Hotel room,464,1,0,,,5,365,0,
32512771,Beşiktaş garden terrace,26430416,Mehmet,,Besiktas,41.04461,29.00945,Private room,320,2,0,,,2,365,0,
32517632,1+1 Daire Teşvikiye Nişantaşına 5 dk uzaklıkta,50985311,Golden Horn,,Sisli,41.05444,28.99582,Entire home/apt,709,1,0,,,22,179,0,
32518770,5 min from Kanyon - rent room,138362904,İrem,,Kagithane,41.07781,29.00539,Private room,90,1,0,,,1,363,0,
32540093,Dumankaya Modern Vadi ( İSTANBUL ),217589150,Sefa,,Esenyurt,41.06756,28.66474,Shared room,90,1,1,2019-03-27,0.03,1,364,0,
32549476,Ultra lüks daire 1+1,244598228,Esma,,Pendik,40.9355,29.30641,Entire home/apt,300,1,0,,,1,362,0,
32560430,accommodation in istanbul beyoglu,181429058,Ali,,Beyoglu,41.03617,28.97808,Private room,125,1,1,2019-03-03,0.03,1,84,0,
32563187,City Center Beşiktaş Çarşı near Taksim.,244694091,Ezgi,,Besiktas,41.04547,29.00206,Shared room,222,1,1,2019-03-05,0.03,1,177,0,
32563297,Cosy & Luxary Flat in the heart of Anatolian Side,244708495,Canan,,Atasehir,40.99541,29.09867,Entire home/apt,220,7,31,2020-09-27,1.00,1,279,11,
32570539,Alrazi hotel Florya istanbul,3920907,Abdullah,,Kucukcekmece,40.99117,28.79643,Private room,400,1,4,2020-07-19,0.62,3,365,2,
32570942,Schönes Zimmer direkt am Taksim Pürtelaş sok 65,200731886,Yasar,,Beyoglu,41.03381,28.98783,Private room,228,1,15,2019-06-05,0.48,1,37,1,
32584317,Spacious room \ females only,242205237,Dilan,,Atasehir,40.97459,29.1092,Private room,80,1,0,,,1,178,0,
32592222,1+1 Amerikan hastanesi 3 dk citys 5dk yürüme,50985311,Golden Horn,,Sisli,41.05276,28.99635,Entire home/apt,714,1,1,2019-08-10,0.04,22,180,0,
32595468,Two bedroom Apartment in Istanbul near BlueMosque,159614562,Yousaf,,Fatih,41.00753,28.95518,Entire home/apt,500,1,0,,,1,365,0,
32602973,Cosy appart de caractère au coeur de Beyoglu,4402515,Astrid,,Beyoglu,41.0269,28.9768,Entire home/apt,450,4,3,2021-01-02,0.11,2,272,1,
32603536,Taksim/Cihangir: Fantastic View on the Bosphoros,245074674,Julia,,Beyoglu,41.03318,28.98872,Entire home/apt,1209,3,10,2019-05-07,0.41,1,28,0,
32603583,6BR Villa Zekeriyaköy Sarıyer İstanbul,76606911,Cengiz,,Sariyer,41.20299,29.01379,Entire home/apt,5330,2,0,,,26,365,0,
32604667,1Room in 4-levent(Istanbul university PhD student),141842265,Mohammad,,Kagithane,41.08411,29.00363,Private room,10000,1,0,,,1,89,0,
32605335,"MOTORYACHT ANGELO BIANCO 
MASTER CABIN",131887725,Yavuz,,Besiktas,41.06297,29.03853,Private room,10313,1,0,,,2,363,0,
32606078,"MOTORYACHT ANGELO BIANCO
VIP CABIN",131887725,Yavuz,,Besiktas,41.06321,29.03886,Private room,12892,1,0,,,2,90,0,
32611420,"Fun, peaceful and very well located.",245155155,Hayriye,,Sisli,41.06827,28.99577,Private room,150,2,1,2020-03-12,0.05,1,363,0,
32621188,Luxury 2 bedroom apts 02,213157136,Ghassan,,Kagithane,41.08269,28.98629,Entire home/apt,1068,2,0,,,67,365,0,
32621332,Luxury 2 br  apt 2 m from shopping mall,213157136,Ghassan,,Kagithane,41.0844,28.98559,Entire home/apt,1068,2,0,,,67,365,0,
32621428,Luxury 2 bedroom apartments 09,213157136,Ghassan,,Kagithane,41.08254,28.98662,Entire home/apt,1068,2,0,,,67,365,0,
32623293,La Petite House Galata #1,191841234,Merve,,Beyoglu,41.02802,28.97694,Entire home/apt,178,2,126,2021-03-05,4.06,1,231,48,
32627014,"Safe, Central Single Room - Hotel The Pera Hill",245296844,Ali,,Beyoglu,41.03428,28.97563,Private room,455,1,0,,,4,365,0,
32632190,Bedonun yeri,245334177,Bedirhan,,Sisli,41.06268,28.99527,Private room,600,1,1,2019-02-27,0.03,1,365,0,
32640970,COSY BOHEMIAN SEA VİEW FLAT AT HEART OF THE CİTY,24748388,Sofia,,Beyoglu,41.02889,28.98783,Entire home/apt,724,2,22,2019-10-14,0.73,1,179,0,
32645662,Kadıköy Bahariye,245459719,Burak,,Kadikoy,40.98598,29.03044,Private room,414,1,0,,,1,89,0,
32653250,Puffin Suites - Family Room,46962693,Puffin,,Besiktas,41.04371,29.00259,Hotel room,507,1,0,,,3,354,0,
32653258,Puffin Suites - Standard Room,46962693,Puffin,,Besiktas,41.04387,29.00423,Hotel room,362,1,8,2021-09-25,0.64,3,362,7,
32653260,Puffin Suites - Superior Room,46962693,Puffin,,Besiktas,41.04436,29.00426,Hotel room,393,1,1,2021-03-21,0.15,3,362,1,
32659089,The Hotel Beyaz Saray ****,245559615,The Hotel Beyaz Saray,,Fatih,41.00855,28.96374,Private room,724,1,5,2020-09-28,0.75,2,359,1,
32675181,"Safe, Central Double Room - Hotel The Pera Hill",245296844,Ali,,Beyoglu,41.03407,28.97479,Private room,538,1,0,,,4,365,0,
